"Nom géographique";"Abréviation du nom du genre de région géographique";"Population, 2021";"Population, 2016";"Variation en pourcentage de la population, 2016 à 2021";"Total des logements privés, 2021";"Total des logements privés, 2016";"Variation en pourcentage du total des logements privés, 2016 à 2021";"Logements privés occupés par des résidents habituels, 2021";"Logements privés occupés par des résidents habituels, 2016";"Variation en pourcentage des logements privés occupés par des résidents habituels, 2016 à 2021";"Superficie des terres en kilomètres carrés, 2021";"Densité de population au kilomètre carré, 2021";"Classement national de la population, 2021";"Classement provincial et territorial de la population, 2021"
"Saint-Bernard-de-Lacolle";"MÉ";"1 542";"1 549";"-0,5";"674";"670";"0,6";"618";"620";"-0,3";"113,36";"13,6";"1 639";"498"
"Saint-Cyprien-de-Napierville";"MÉ";"1 735";"1 927";"-10,0";"717";"762";"-5,9";"681";"728";"-6,5";"97,75";"17,7";"1 522";"455"
"Saint-Jacques-le-Mineur";"MÉ";"1 766";"1 690";"4,5";"739";"650";"13,7";"714";"637";"12,1";"67,18";"26,3";"1 500";"446"
"Saint-Michel";"MÉ";"3 521";"3 186";"10,5";"1 296";"1 217";"6,5";"1 259";"1 182";"6,5";"59,82";"58,9";"932";"240"
"Saint-Patrice-de-Sherrington";"MÉ";"1 963";"1 960";"0,2";"805";"808";"-0,4";"769";"760";"1,2";"92,55";"21,2";"1 403";"412"
"Saint-Rémi";"V";"8 957";"8 061";"11,1";"3 796";"3 522";"7,8";"3 682";"3 377";"9,0";"78,18";"114,6";"470";"117"
"Saint-Édouard";"MÉ";"1 365";"1 321";"3,3";"548";"542";"1,1";"515";"514";"0,2";"52,68";"25,9";"1 765";"540"
"Sainte-Clotilde";"MÉ";"2 646";"1 622";"63,1";"829";"704";"17,8";"783";"645";"21,4";"78,21";"33,8";"1 143";"316"
"Amherst";"CT";"1 728";"1 484";"16,4";"1 613";"1 665";"-3,1";"876";"769";"13,9";"227,86";"7,6";"1 528";"460"
"Arundel";"CT";"578";"563";"2,7";"402";"412";"-2,4";"290";"282";"2,8";"63,45";"9,1";"2 758";"872"
"Barkmere";"V";"81";"58";"39,7";"230";"367";"-37,3";"50";"29";"72,4";"17,72";"4,6";"4 344";"1 156"
"Brébeuf";"PE";"1 009";"976";"3,4";"620";"612";"1,3";"495";"464";"6,7";"35,78";"28,2";"2 101";"660"
"Doncaster 6";"IRI";"..";"..";"..";"..";"..";"..";"..";"..";"..";"74,62";"..";"..";".."
"Huberdeau";"MÉ";"863";"868";"-0,6";"527";"533";"-1,1";"430";"398";"8,0";"56,72";"15,2";"2 291";"724"
"Ivry-sur-le-Lac";"MÉ";"391";"387";"1,0";"398";"421";"-5,5";"200";"186";"7,5";"29,30";"13,3";"3 207";"998"
"La Conception";"MÉ";"1 527";"1 337";"14,2";"1 229";"1 191";"3,2";"743";"636";"16,8";"127,37";"12,0";"1 648";"500"
"La Minerve";"MÉ";"1 421";"1 205";"17,9";"1 638";"1 674";"-2,2";"767";"635";"20,8";"274,92";"5,2";"1 723";"522"
"Labelle";"MÉ";"2 765";"2 477";"11,6";"2 017";"1 999";"0,9";"1 362";"1 160";"17,4";"196,69";"14,1";"1 105";"298"
"Lac-Supérieur";"MÉ";"1 972";"1 888";"4,4";"1 718";"1 674";"2,6";"996";"900";"10,7";"365,98";"5,4";"1 395";"410"
"Lac-Tremblant-Nord";"MÉ";"60";"42";"42,9";"70";"67";"4,5";"31";"23";"34,8";"20,62";"2,9";"4 454";"1 160"
"Lantier";"MÉ";"891";"834";"6,8";"819";"805";"1,7";"442";"390";"13,3";"48,19";"18,5";"2 254";"713"
"Mont-Tremblant";"V";"10 992";"9 646";"14,0";"8 783";"8 082";"8,7";"5 408";"4 551";"18,8";"233,75";"47,0";"397";"105"
"Montcalm";"MÉ";"632";"628";"0,6";"627";"666";"-5,9";"330";"316";"4,4";"117,71";"5,4";"2 658";"848"
"Saint-Faustin--Lac-Carré";"MÉ";"3 780";"3 499";"8,0";"2 520";"2 517";"0,1";"1 791";"1 605";"11,6";"120,21";"31,4";"896";"228"
"Sainte-Agathe-des-Monts";"V";"11 211";"10 223";"9,7";"6 767";"6 533";"3,6";"5 514";"4 876";"13,1";"129,10";"86,8";"384";"100"
"Sainte-Lucie-des-Laurentides";"MÉ";"1 445";"1 256";"15,0";"953";"957";"-0,4";"688";"605";"13,7";"108,98";"13,3";"1 701";"515"
"Val-David";"VL";"5 558";"4 917";"13,0";"3 227";"3 083";"4,7";"2 668";"2 403";"11,0";"42,66";"130,3";"689";"175"
"Val-Morin";"MÉ";"3 123";"2 870";"8,8";"2 077";"2 048";"1,4";"1 487";"1 369";"8,6";"39,20";"79,7";"1 013";"263"
"Val-des-Lacs";"MÉ";"750";"744";"0,8";"822";"844";"-2,6";"391";"375";"4,3";"126,70";"5,9";"2 440";"782"
"La Présentation";"MÉ";"2 638";"2 540";"3,9";"1 096";"1 048";"4,6";"1 066";"998";"6,8";"94,39";"27,9";"1 146";"317"
"Saint-Barnabé-Sud";"MÉ";"962";"861";"11,7";"389";"346";"12,4";"373";"340";"9,7";"57,20";"16,8";"2 158";"672"
"Saint-Bernard-de-Michaudville";"MÉ";"616";"586";"5,1";"275";"259";"6,2";"261";"244";"7,0";"66,05";"9,3";"2 683";"856"
"Saint-Damase";"MÉ";"2 447";"2 473";"-1,1";"1 056";"1 043";"1,2";"1 022";"1 012";"1,0";"79,65";"30,7";"1 213";"343"
"Saint-Dominique";"MÉ";"2 741";"2 553";"7,4";"1 119";"1 009";"10,9";"1 090";"989";"10,2";"70,53";"38,9";"1 116";"303"
"Saint-Hugues";"MÉ";"1 340";"1 327";"1,0";"571";"572";"-0,2";"540";"530";"1,9";"84,64";"15,8";"1 780";"547"
"Saint-Hyacinthe";"V";"57 239";"55 648";"2,9";"28 096";"27 050";"3,9";"26 870";"25 483";"5,4";"188,85";"303,1";"97";"19"
"Saint-Jude";"MÉ";"1 326";"1 214";"9,2";"542";"502";"8,0";"523";"480";"9,0";"77,33";"17,1";"1 791";"553"
"Saint-Liboire";"MÉ";"3 036";"3 062";"-0,8";"1 178";"1 145";"2,9";"1 150";"1 118";"2,9";"73,82";"41,1";"1 038";"271"
"Saint-Louis";"MÉ";"740";"712";"3,9";"352";"357";"-1,4";"330";"314";"5,1";"47,21";"15,7";"2 459";"785"
"Saint-Marcel-de-Richelieu";"MÉ";"507";"497";"2,0";"225";"244";"-7,8";"210";"214";"-1,9";"51,27";"9,9";"2 925";"921"
"Saint-Pie";"V";"5 847";"5 607";"4,3";"2 511";"2 475";"1,5";"2 413";"2 308";"4,5";"107,42";"54,4";"666";"168"
"Saint-Simon";"MÉ";"1 386";"1 413";"-1,9";"550";"546";"0,7";"539";"531";"1,5";"69,05";"20,1";"1 752";"533"
"Saint-Valérien-de-Milton";"MÉ";"1 767";"1 793";"-1,5";"751";"788";"-4,7";"702";"710";"-1,1";"106,92";"16,5";"1 499";"445"
"Sainte-Hélène-de-Bagot";"MÉ";"1 696";"1 688";"0,5";"741";"720";"2,9";"716";"680";"5,3";"72,41";"23,4";"1 541";"467"
"Sainte-Madeleine";"VL";"2 268";"2 233";"1,6";"983";"973";"1,0";"957";"926";"3,3";"5,36";"422,9";"1 271";"366"
"Sainte-Marie-Madeleine";"PE";"2 876";"2 892";"-0,6";"1 190";"1 167";"2,0";"1 169";"1 139";"2,6";"50,04";"57,5";"1 081";"291"
"Mascouche";"V";"51 183";"46 692";"9,6";"20 290";"18 322";"10,7";"19 981";"17 900";"11,6";"106,89";"478,8";"102";"20"
"Terrebonne";"V";"119 944";"111 575";"7,5";"46 056";"42 622";"8,1";"45 247";"41 801";"8,2";"153,76";"780,1";"48";"10"
"Estérel";"V";"262";"196";"33,7";"377";"362";"4,1";"153";"101";"51,5";"12,62";"20,8";"3 637";"1 082"
"Lac-des-Seize-Îles 5";"MÉ";"175";"192";"-8,9";"212";"227";"-6,6";"96";"92";"4,3";"8,88";"19,7";"3 954";"1 127"
"Morin-Heights";"MÉ";"4 678";"4 145";"12,9";"2 762";"2 610";"5,8";"2 211";"1 982";"11,6";"55,96";"83,6";"770";"194"
"Piedmont";"MÉ";"3 476";"2 950";"17,8";"2 385";"2 242";"6,4";"1 822";"1 555";"17,2";"24,36";"142,7";"940";"242"
"Saint-Adolphe-d'Howard";"MÉ";"3 824";"3 509";"9,0";"3 730";"3 594";"3,8";"2 039";"1 787";"14,1";"135,80";"28,2";"890";"225"
"Saint-Sauveur";"V";"11 580";"10 231";"13,2";"7 267";"6 802";"6,8";"5 936";"5 116";"16,0";"47,62";"243,2";"373";"95"
"Sainte-Adèle";"V";"14 010";"12 919";"8,4";"8 002";"7 602";"5,3";"6 896";"6 283";"9,8";"119,67";"117,1";"308";"81"
"Sainte-Anne-des-Lacs";"PE";"3 862";"3 611";"7,0";"2 232";"2 113";"5,6";"1 792";"1 646";"8,9";"24,65";"156,7";"884";"222"
"Sainte-Marguerite-du-Lac-Masson";"V";"3 367";"2 763";"21,9";"2 365";"2 219";"6,6";"1 689";"1 398";"20,8";"91,56";"36,8";"956";"246"
"Wentworth-Nord 5";"MÉ";"1 672";"1 361";"22,9";"1 968";"1 952";"0,8";"896";"738";"21,4";"152,87";"10,9";"1 553";"471"
"Danville";"V";"3 888";"3 826";"1,6";"1 878";"1 892";"-0,7";"1 778";"1 736";"2,4";"151,73";"25,6";"879";"220"
"Ham-Sud";"MÉ";"214";"235";"-8,9";"147";"141";"4,3";"112";"109";"2,8";"151,21";"1,4";"3 815";"1 111"
"Saint-Adrien";"MÉ";"522";"522";"0,0";"262";"253";"3,6";"235";"227";"3,5";"98,52";"5,3";"2 886";"907"
"Saint-Camille";"CT";"551";"529";"4,2";"245";"255";"-3,9";"225";"212";"6,1";"83,10";"6,6";"2 811";"886"
"Saint-Georges-de-Windsor";"MÉ";"958";"958";"0,0";"460";"490";"-6,1";"398";"389";"2,3";"127,46";"7,5";"2 164";"676"
"Val-des-Sources";"V";"7 088";"6 786";"4,5";"3 691";"3 503";"5,4";"3 460";"3 220";"7,5";"30,25";"234,3";"578";"144"
"Wotton";"MÉ";"1 402";"1 430";"-2,0";"680";"692";"-1,7";"601";"585";"2,7";"143,15";"9,8";"1 737";"527"
"Boucherville";"V";"41 743";"41 671";"0,2";"17 733";"17 134";"3,5";"17 291";"16 888";"2,4";"71,02";"587,8";"125";"30"
"Brossard";"V";"91 525";"85 721";"6,8";"37 275";"34 249";"8,8";"35 885";"33 257";"7,9";"45,19";"2 025,3";"67";"12"
"Longueuil 5";"V";"254 483";"239 897";"6,1";"117 006";"110 817";"5,6";"113 086";"105 589";"7,1";"115,77";"2 198,2";"21";"5"
"Saint-Bruno-de-Montarville 5";"V";"26 273";"26 197";"0,3";"10 629";"10 362";"2,6";"10 446";"10 187";"2,5";"42,85";"613,2";"175";"44"
"Saint-Lambert";"V";"22 761";"21 861";"4,1";"11 058";"10 446";"5,9";"10 552";"9 814";"7,5";"7,56";"3 009,8";"198";"51"
"Dosquet";"MÉ";"935";"944";"-1,0";"454";"438";"3,7";"427";"416";"2,6";"65,07";"14,4";"2 201";"689"
"Laurier-Station";"VL";"2 570";"2 573";"-0,1";"1 164";"1 111";"4,8";"1 126";"1 080";"4,3";"12,16";"211,3";"1 170";"326"
"Leclercville";"MÉ";"491";"473";"3,8";"270";"262";"3,1";"230";"223";"3,1";"136,61";"3,6";"2 960";"928"
"Lotbinière";"MÉ";"855";"812";"5,3";"562";"548";"2,6";"424";"382";"11,0";"79,91";"10,7";"2 300";"729"
"Notre-Dame-du-Sacré-Coeur-d'Issoudun";"PE";"867";"861";"0,7";"370";"355";"4,2";"351";"335";"4,8";"60,32";"14,4";"2 285";"723"
"Saint-Agapit";"MÉ";"4 526";"4 280";"5,7";"1 967";"1 842";"6,8";"1 914";"1 780";"7,5";"65,40";"69,2";"787";"201"
"Saint-Antoine-de-Tilly";"MÉ";"1 682";"1 598";"5,3";"853";"824";"3,5";"737";"691";"6,7";"59,95";"28,1";"1 549";"470"
"Saint-Apollinaire";"MÉ";"7 968";"6 110";"30,4";"3 449";"2 818";"22,4";"3 307";"2 586";"27,9";"96,83";"82,3";"515";"130"
"Saint-Flavien";"MÉ";"1 619";"1 618";"0,1";"735";"720";"2,1";"663";"632";"4,9";"66,16";"24,5";"1 584";"480"
"Saint-Gilles";"MÉ";"2 910";"2 525";"15,2";"1 264";"1 113";"13,6";"1 202";"1 016";"18,3";"177,43";"16,4";"1 061";"280"
"Saint-Janvier-de-Joly";"MÉ";"1 079";"984";"9,7";"500";"467";"7,1";"471";"446";"5,6";"109,88";"9,8";"2 017";"627"
"Saint-Narcisse-de-Beaurivage";"PE";"1 152";"1 106";"4,2";"466";"447";"4,3";"446";"429";"4,0";"62,07";"18,6";"1 944";"598"
"Saint-Patrice-de-Beaurivage";"MÉ";"1 109";"1 036";"7,0";"474";"460";"3,0";"452";"426";"6,1";"85,73";"12,9";"1 989";"613"
"Saint-Sylvestre";"MÉ";"1 019";"1 019";"0,0";"488";"453";"7,7";"436";"405";"7,7";"147,15";"6,9";"2 089";"657"
"Saint-Édouard-de-Lotbinière";"PE";"1 240";"1 194";"3,9";"557";"547";"1,8";"520";"493";"5,5";"98,43";"12,6";"1 857";"570"
"Sainte-Agathe-de-Lotbinière";"MÉ";"1 049";"1 168";"-10,2";"515";"536";"-3,9";"473";"486";"-2,7";"166,99";"6,3";"2 054";"641"
"Sainte-Croix";"MÉ";"2 529";"2 516";"0,5";"1 287";"1 274";"1,0";"1 125";"1 118";"0,6";"69,63";"36,3";"1 184";"333"
"Val-Alain";"MÉ";"986";"924";"6,7";"468";"427";"9,6";"437";"408";"7,1";"102,54";"9,6";"2 124";"666"
"Lévis";"V";"149 683";"143 414";"4,4";"68 205";"62 585";"9,0";"65 751";"60 779";"8,2";"448,07";"334,1";"33";"7"
"Baie-Comeau";"V";"20 687";"21 536";"-3,9";"10 163";"10 190";"-0,3";"9 554";"9 637";"-0,9";"334,83";"61,8";"218";"56"
"Baie-Trinité";"VL";"438";"407";"7,6";"341";"347";"-1,7";"231";"221";"4,5";"417,48";"1,0";"3 083";"970"
"Chute-aux-Outardes";"VL";"1 391";"1 563";"-11,0";"731";"735";"-0,5";"693";"694";"-0,1";"7,51";"185,3";"1 747";"530"
"Franquelin";"MÉ";"285";"313";"-8,9";"194";"207";"-6,3";"157";"161";"-2,5";"436,55";"0,7";"3 556";"1 073"
"Godbout";"VL";"272";"265";"2,6";"241";"191";"26,2";"157";"151";"4,0";"159,18";"1,7";"3 604";"1 081"
"Pessamit";"IRI";"2 428";"2 256";"7,6";"841";"802";"4,9";"822";"780";"5,4";"245,19";"9,9";"1 217";"344"
"Pointe-Lebel";"VL";"1 817";"1 918";"-5,3";"935";"949";"-1,5";"857";"861";"-0,5";"85,54";"21,2";"1 463";"430"
"Pointe-aux-Outardes";"VL";"1 434";"1 332";"7,7";"710";"641";"10,8";"641";"578";"10,9";"75,19";"19,1";"1 709";"519"
"Ragueneau";"PE";"1 314";"1 343";"-2,2";"713";"631";"13,0";"613";"596";"2,9";"179,83";"7,3";"1 801";"557"
"Rivière-aux-Outardes";"NO";"92";"94";"-2,1";"166";"151";"9,9";"56";"59";"-5,1";"32 713,75";"0,0";"4 295";"1 153"
"Calixa-Lavallée";"MÉ";"509";"523";"-2,7";"220";"221";"-0,5";"212";"215";"-1,4";"32,20";"15,8";"2 918";"919"
"Contrecoeur";"V";"9 480";"7 887";"20,2";"4 252";"3 688";"15,3";"4 116";"3 543";"16,2";"62,20";"152,4";"447";"115"
"Saint-Amable";"V";"13 322";"12 167";"9,5";"5 190";"4 672";"11,1";"5 105";"4 556";"12,1";"36,77";"362,3";"330";"88"
"Sainte-Julie";"V";"30 045";"29 881";"0,5";"11 761";"11 196";"5,0";"11 609";"11 076";"4,8";"48,49";"619,6";"158";"38"
"Varennes";"V";"21 198";"21 257";"-0,3";"8 538";"8 315";"2,7";"8 412";"8 161";"3,1";"94,80";"223,6";"214";"54"
"Verchères";"MÉ";"5 759";"5 835";"-1,3";"2 453";"2 440";"0,5";"2 394";"2 391";"0,1";"72,63";"79,3";"671";"170"
"Albanel";"MÉ";"2 181";"2 262";"-3,6";"987";"988";"-0,1";"935";"928";"0,8";"197,45";"11,0";"1 307";"379"
"Dolbeau-Mistassini 3";"V";"13 718";"14 212";"-3,5";"6 866";"6 701";"2,5";"6 263";"6 233";"0,5";"293,43";"46,8";"319";"83"
"Girardville";"MÉ";"1 018";"988";"3,0";"511";"465";"9,9";"470";"436";"7,8";"124,11";"8,2";"2 090";"658"
"Normandin";"V";"2 991";"3 033";"-1,4";"1 382";"1 375";"0,5";"1 315";"1 328";"-1,0";"211,79";"14,1";"1 051";"277"
"Notre-Dame-de-Lorette";"MÉ";"159";"189";"-15,9";"116";"115";"0,9";"92";"92";"0,0";"325,77";"0,5";"4 009";"1 135"
"Passes-Dangereuses 3";"NO";"210";"184";"14,1";"151";"242";"-37,6";"104";"80";"30,0";"15 579,11";"0,0";"3 836";"1 113"
"Péribonka";"MÉ";"489";"515";"-5,0";"304";"293";"3,8";"234";"234";"0,0";"110,30";"4,4";"2 967";"930"
"Rivière-Mistassini 3";"NO";"27";"49";"-44,9";"20";"32";"-37,5";"16";"26";"-38,5";"17 629,74";"0,0";"4 615";"1 173"
"Saint-Augustin";"PE";"334";"351";"-4,8";"161";"155";"3,9";"148";"143";"3,5";"104,25";"3,2";"3 404";"1 039"
"Saint-Edmond-les-Plaines";"MÉ";"355";"381";"-6,8";"173";"173";"0,0";"164";"170";"-3,5";"84,39";"4,2";"3 328";"1 023"
"Saint-Eugène-d'Argentenay";"MÉ";"487";"488";"-0,2";"221";"217";"1,8";"206";"204";"1,0";"87,05";"5,6";"2 975";"934"
"Saint-Stanislas";"MÉ";"376";"373";"0,8";"223";"213";"4,7";"163";"161";"1,2";"153,58";"2,4";"3 259";"1 012"
"Saint-Thomas-Didyme";"MÉ";"703";"676";"4,0";"518";"548";"-5,5";"364";"317";"14,8";"333,25";"2,1";"2 516";"802"
"Sainte-Jeanne-d'Arc";"VL";"1 101";"1 050";"4,9";"552";"511";"8,0";"493";"453";"8,8";"267,28";"4,1";"1 996";"617"
"Charette";"MÉ";"1 034";"953";"8,5";"519";"493";"5,3";"485";"452";"7,3";"41,90";"24,7";"2 071";"648"
"Louiseville";"V";"7 340";"7 152";"2,6";"3 857";"3 704";"4,1";"3 659";"3 519";"4,0";"62,59";"117,3";"565";"139"
"Maskinongé";"MÉ";"2 323";"2 319";"0,2";"1 145";"1 127";"1,6";"1 087";"1 055";"3,0";"73,31";"31,7";"1 254";"357"
"Saint-Alexis-des-Monts";"PE";"2 999";"2 981";"0,6";"2 136";"2 149";"-0,6";"1 593";"1 512";"5,4";"1 035,74";"2,9";"1 048";"275"
"Saint-Barnabé";"PE";"1 186";"1 196";"-0,8";"562";"565";"-0,5";"535";"540";"-0,9";"58,94";"20,1";"1 913";"584"
"Saint-Boniface";"MÉ";"5 156";"4 832";"6,7";"2 205";"2 117";"4,2";"2 098";"1 926";"8,9";"107,42";"48,0";"715";"181"
"Saint-Justin";"MÉ";"961";"973";"-1,2";"511";"524";"-2,5";"460";"456";"0,9";"78,96";"12,2";"2 160";"673"
"Saint-Léon-le-Grand";"PE";"863";"928";"-7,0";"393";"406";"-3,2";"369";"374";"-1,3";"75,97";"11,4";"2 291";"724"
"Saint-Mathieu-du-Parc";"MÉ";"1 482";"1 338";"10,8";"1 164";"1 193";"-2,4";"766";"667";"14,8";"218,85";"6,8";"1 675";"509"
"Saint-Paulin";"MÉ";"1 541";"1 497";"2,9";"794";"765";"3,8";"717";"677";"5,9";"95,41";"16,2";"1 641";"499"
"Saint-Sévère";"PE";"337";"302";"11,6";"155";"150";"3,3";"144";"129";"11,6";"31,85";"10,6";"3 396";"1 038"
"Saint-Édouard-de-Maskinongé";"MÉ";"798";"712";"12,1";"402";"380";"5,8";"359";"328";"9,5";"52,82";"15,1";"2 374";"755"
"Saint-Élie-de-Caxton";"MÉ";"1 934";"1 836";"5,3";"1 248";"1 224";"2,0";"927";"862";"7,5";"116,84";"16,6";"1 410";"414"
"Saint-Étienne-des-Grès";"PE";"4 539";"4 541";"0,0";"1 945";"1 937";"0,4";"1 874";"1 852";"1,2";"104,54";"43,4";"785";"200"
"Sainte-Angèle-de-Prémont";"MÉ";"631";"596";"5,9";"349";"351";"-0,6";"310";"288";"7,6";"37,73";"16,7";"2 660";"850"
"Sainte-Ursule";"MÉ";"1 355";"1 330";"1,9";"722";"705";"2,4";"650";"624";"4,2";"67,83";"20,0";"1 772";"544"
"Yamachiche";"MÉ";"2 813";"2 830";"-0,6";"1 273";"1 285";"-0,9";"1 208";"1 191";"1,4";"106,39";"26,4";"1 095";"294"
"Baie-Atibenne";"NO";"0";"0";"...";"1";"1";"0,0";"0";"0";"...";"527,58";"0,0";"4 831";"1 194"
"Baie-Obaoca";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"1 261,66";"0,0";"4 831";"1 194"
"Baie-de-la-Bouteille";"NO";"10";"5";"100,0";"17";"22";"-22,7";"3";"1";"200,0";"1 938,18";"0,0";"4 722";"1 179"
"Chertsey";"MÉ";"5 295";"4 696";"12,8";"4 255";"4 289";"-0,8";"2 720";"2 353";"15,6";"286,05";"18,5";"705";"179"
"Communauté Atikamekw de Manawan";"IRI";"2 000";"2 060";"-2,9";"402";"416";"-3,4";"353";"375";"-5,9";"8,03";"249,2";"1 380";"405"
"Entrelacs";"MÉ";"1 054";"928";"13,6";"1 131";"1 084";"4,3";"587";"490";"19,8";"48,71";"21,6";"2 050";"639"
"Lac-Cabasta";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"4,70";"0,0";"4 831";"1 194"
"Lac-Devenyns";"NO";"5";"0";"...";"27";"1";"2 600,0";"4";"0";"...";"100,71";"0,0";"4 760";"1 187"
"Lac-Legendre";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"693,58";"0,0";"4 831";"1 194"
"Lac-Matawin";"NO";"10";"10";"0,0";"53";"25";"112,0";"6";"4";"50,0";"759,12";"0,0";"4 722";"1 179"
"Lac-Minaki";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"80,59";"0,0";"4 831";"1 194"
"Lac-Santé";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"12,21";"0,0";"4 831";"1 194"
"Lac-des-Dix-Milles";"NO";"0";"0";"...";"1";"0";"...";"0";"0";"...";"224,78";"0,0";"4 831";"1 194"
"Lac-du-Taureau";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"5,86";"0,0";"4 831";"1 194"
"Notre-Dame-de-la-Merci";"MÉ";"1 097";"905";"21,2";"1 206";"1 215";"-0,7";"619";"487";"27,1";"248,58";"4,4";"2 001";"620"
"Rawdon";"MÉ";"11 719";"11 057";"6,0";"6 109";"5 683";"7,5";"5 447";"4 868";"11,9";"185,38";"63,2";"369";"93"
"Saint-Alphonse-Rodriguez";"MÉ";"3 339";"3 162";"5,6";"2 350";"2 344";"0,3";"1 718";"1 566";"9,7";"97,54";"34,2";"963";"250"
"Saint-Côme";"MÉ";"2 583";"2 193";"17,8";"2 365";"2 301";"2,8";"1 319";"1 070";"23,3";"164,89";"15,7";"1 163";"322"
"Saint-Damien";"PE";"2 393";"2 094";"14,3";"1 891";"1 759";"7,5";"1 220";"1 058";"15,3";"252,28";"9,5";"1 230";"346"
"Saint-Donat";"MÉ";"4 561";"3 888";"17,3";"4 527";"4 413";"2,6";"2 434";"1 979";"23,0";"350,17";"13,0";"781";"197"
"Saint-Félix-de-Valois";"MÉ";"6 975";"6 305";"10,6";"3 190";"2 871";"11,1";"3 057";"2 693";"13,5";"88,40";"78,9";"585";"147"
"Saint-Guillaume-Nord";"NO";"102";"87";"17,2";"153";"111";"37,8";"64";"47";"36,2";"752,78";"0,1";"4 244";"1 150"
"Saint-Jean-de-Matha";"MÉ";"4 838";"4 450";"8,7";"2 851";"2 660";"7,2";"2 259";"2 024";"11,6";"109,49";"44,2";"755";"192"
"Saint-Michel-des-Saints";"MÉ";"2 496";"2 359";"5,8";"2 020";"2 025";"-0,2";"1 268";"1 115";"13,7";"493,92";"5,1";"1 195";"336"
"Saint-Zénon";"MÉ";"1 317";"1 120";"17,6";"1 347";"1 287";"4,7";"721";"584";"23,5";"460,41";"2,9";"1 799";"556"
"Sainte-Béatrix";"MÉ";"2 170";"1 955";"11,0";"1 300";"1 261";"3,1";"1 041";"939";"10,9";"82,96";"26,2";"1 313";"381"
"Sainte-Marcelline-de-Kildare";"MÉ";"1 795";"1 594";"12,6";"1 019";"959";"6,3";"829";"736";"12,6";"34,52";"52,0";"1 482";"440"
"Sainte-Émélie-de-l'Énergie";"MÉ";"1 741";"1 567";"11,1";"1 142";"1 131";"1,0";"841";"750";"12,1";"150,08";"11,6";"1 519";"452"
"Austin";"MÉ";"1 748";"1 485";"17,7";"1 410";"1 414";"-0,3";"868";"722";"20,2";"73,58";"23,8";"1 512";"448"
"Ayer's Cliff 3";"VL";"1 180";"1 073";"10,0";"643";"634";"1,4";"531";"480";"10,6";"5,53";"213,3";"1 921";"588"
"Bolton-Est";"MÉ";"1 108";"940";"17,9";"856";"810";"5,7";"558";"440";"26,8";"79,39";"14,0";"1 992";"615"
"Eastman";"MÉ";"2 279";"1 843";"23,7";"1 548";"1 414";"9,5";"1 095";"883";"24,0";"73,57";"31,0";"1 267";"363"
"Hatley 3";"MÉ";"771";"685";"12,6";"472";"463";"1,9";"340";"293";"16,0";"60,43";"12,8";"2 408";"771"
"Hatley";"CT";"2 230";"2 106";"5,9";"954";"928";"2,8";"895";"817";"9,5";"71,60";"31,1";"1 293";"375"
"Magog";"V";"28 312";"26 669";"6,2";"15 009";"14 277";"5,1";"13 439";"12 294";"9,3";"144,26";"196,3";"164";"40"
"North Hatley";"VL";"675";"632";"6,8";"450";"448";"0,4";"319";"299";"6,7";"3,35";"201,5";"2 574";"820"
"Ogden";"MÉ";"761";"741";"2,7";"563";"545";"3,3";"352";"318";"10,7";"74,68";"10,2";"2 425";"778"
"Orford";"CT";"5 007";"4 337";"15,4";"3 099";"2 791";"11,0";"2 244";"1 906";"17,7";"136,14";"36,8";"737";"187"
"Potton";"CT";"2 012";"1 852";"8,6";"1 965";"2 068";"-5,0";"1 027";"897";"14,5";"260,77";"7,7";"1 374";"401"
"Saint-Benoît-du-Lac";"MÉ";"43";"32";"34,4";"13";"0";"...";"6";"0";"...";"2,18";"19,7";"4 539";"1 167"
"Saint-Étienne-de-Bolton";"MÉ";"816";"674";"21,1";"572";"516";"10,9";"414";"316";"31,0";"47,27";"17,3";"2 343";"745"
"Sainte-Catherine-de-Hatley";"MÉ";"2 741";"2 479";"10,6";"1 429";"1 344";"6,3";"1 175";"1 069";"9,9";"86,34";"31,7";"1 116";"303"
"Stanstead";"V";"2 824";"2 788";"1,3";"1 381";"1 358";"1,7";"1 274";"1 227";"3,8";"21,95";"128,7";"1 093";"293"
"Stanstead";"CT";"1 148";"1 036";"10,8";"957";"861";"11,1";"553";"496";"11,5";"113,20";"10,1";"1 949";"599"
"Stukely-Sud";"VL";"1 142";"1 058";"7,9";"599";"568";"5,5";"510";"469";"8,7";"63,19";"18,1";"1 955";"601"
"Aguanish";"MÉ";"224";"245";"-8,6";"152";"148";"2,7";"119";"113";"5,3";"532,04";"0,4";"3 773";"1 104"
"Baie-Johan-Beetz";"MÉ";"84";"86";"-2,3";"58";"54";"7,4";"44";"43";"2,3";"327,46";"0,3";"4 330";"1 155"
"Blanc-Sablon";"MÉ";"1 122";"1 112";"0,9";"503";"460";"9,3";"464";"434";"6,9";"234,98";"4,8";"1 976";"609"
"Bonne-Espérance";"MÉ";"692";"681";"1,6";"318";"296";"7,4";"282";"270";"4,4";"622,99";"1,1";"2 537";"807"
